lat,lon,temp,rainfall,soildepth
39.01385117,-120.7421494,13.94531,26.799999,99
40.02339935,-120.7967987,15.941978,16.799999,98
40.73529816,-122.1912003,11.525446,48,120
39.58217621,-120.5155258,14.926807,18.700001,92
38.03504944,-119.9507523,15.486093,12.6,112
37.55410004,-105.747673,5.695771,15.5,99
39.65227509,-104.3806992,3.392009,13.4,117
37.20755005,-106.9785004,10.598411,8,120
38.74005127,-106.264473,5.444018,16.1,110
39.70849991,-105.6604004,4.176621,19.4,115
37.19817352,-106.1977768,11.192084,7.7,118
37.31534958,-105.4532471,6.52284,16.5,114
38.31790161,-103.7794037,4.77507,13.400001,138
38.07842636,-105.4223022,2.988247,15.8,115
39.71142578,-104.9216537,2.471133,16.5,115
37.68935013,-108.4516525,11.314495,7.6,111
39.34794998,-104.9943466,3.225562,15.8,121
39.64144897,-106.6443253,7.583882,12.3,114
39.21657562,-104.1882477,4.418493,12.9,115
38.4776001,-105.4753036,2.988247,15.8,115
39.72862625,-107.5255051,9.052019,9.1,114
39.84069824,-105.5480499,4.176621,19.4,115
40.08560181,-106.1399994,5.53074,16.299999,114
38.70185089,-106.9406509,7.493616,13.5,91
37.78504944,-107.2917023,10.220313,10,116
37.64664841,-104.9253464,4.661342,12.5,115
40.6711998,-106.3559723,6.054876,14.6,116
39.52190018,-105.2227478,2.57463,19.1,115
37.31980133,-107.9298477,8.652977,10.9,111
39.21784973,-106.3563538,7.898447,10.6,114
37.40520096,-104.1144714,7.129818,10.1,117
37.67615128,-106.9188004,7.714145,14.4,99
40.61159897,-108.1817017,8.518301,5.8,115
37.31887436,-108.508049,8.496305,10.3,111
38.1147995,-107.8392029,9.977292,10.2,98
39.13105011,-105.7592468,3.422246,19.5,115
39.18225098,-106.9298019,8.461398,10.6,111
39.93757629,-108.0437012,7.427224,10.5,116
37.61555099,-106.3744278,6.815554,15.7,103
40.46115112,-107.0333481,6.765817,12.2,114
38.09704971,-106.2238998,3.547973,21.700001,115
37.80224991,-107.7265472,11.431579,8.2,109
37.96450043,-108.3899231,11.314495,7.6,111
39.64839935,-106.1078033,5.410475,16.700001,114
38.88880157,-105.1373749,3.597315,14.8,119
41.32450104,-73.40844727,9.883652,40.299999,117
41.7975502,-72.71914673,9.724566,40.400002,130
41.75954819,-73.20310211,9.185472,38.5,130
41.44984818,-72.52964783,10.956285,39,128
41.40394974,-72.92737579,10.956285,39,128
41.49459839,-72.12760162,11.329422,36.700001,132
41.81135178,-72.30975342,10.417405,39.5,130
41.83140182,-72.01877594,10.417405,39.5,130
30.55055046,-81.74434662,20.055645,45.900002,148
31.56380081,-82.42774963,18.299837,42.700001,151
33.05754852,-83.24324799,17.321632,42.700001,143
34.34484863,-83.50174713,15.094794,46.700001,123
34.01192474,-83.70314789,15.094794,46.700001,123
32.8083992,-83.69114685,17.769819,44.099998,149
32.42810059,-83.31855011,17.998447,44,151
33.31470108,-83.97064972,16.647003,44.200001,143
30.93995094,-81.6664505,20.055645,45.900002,148
33.61925125,-85.07389832,16.635525,46.400002,118
34.87779999,-85.12245178,15.237341,48.5,98
30.71139908,-82.15955353,19.97016,47.799999,149
31.98114967,-81.1174469,18.601154,41.200001,151
32.38272476,-84.81860352,18.172045,47.099998,151
34.24295044,-84.45835114,15.53251,47.700001,107
33.94544983,-83.39084625,16.629566,43,141
33.50059891,-84.35150146,15.999413,46.900002,127
30.88297462,-82.69494629,19.627724,52.200001,147
33.91025162,-84.55719757,16.529764,47,104
33.52157593,-82.23239899,17.043804,39.099998,141
33.35105133,-84.75624847,16.903978,46.5,150
32.69485092,-83.95645142,17.769819,44.099998,149
34.80479813,-85.48445129,15.237341,48.5,98
34.47582626,-84.15184784,15.53251,47.700001,107
33.69004822,-84.74220276,16.529764,47,104
34.12265015,-82.82089996,16.218155,42.5,141
34.80939865,-84.23242188,14.513479,49,98
33.4041481,-84.50644684,16.903978,46.5,150
34.19279861,-84.10489655,15.53251,47.700001,107
34.38010025,-83.22515106,15.698645,44.400002,138
33.84429932,-84.40937042,15.999413,46.900002,127
34.7016983,-84.42434692,14.513479,49,98
33.2242012,-82.59400177,17.488222,40.799999,142
31.23349953,-81.51605225,19.502121,43.099998,151
33.55830002,-83.18977356,16.629566,43,141
33.96025085,-84.03775024,15.999413,46.900002,127
34.62712479,-83.51010132,14.454826,46.599998,106
34.30609894,-83.83914948,15.094794,46.700001,123
33.27434921,-83.01129913,17.321632,42.700001,143
33.7791481,-85.21179962,16.635525,46.400002,118
32.72757339,-84.93855286,17.962097,45.099998,148
33.27875137,-85.11634827,16.927578,46.299999,150
33.47254944,-84.13899994,16.722033,45.700001,144
32.48735046,-83.67745209,18.138094,45.5,151
34.13314819,-83.58769989,15.094794,46.700001,123
33.32894897,-83.6984024,16.647003,44.200001,143
33.01229858,-83.58737183,16.647003,44.200001,143
33.06710052,-84.15579987,16.722033,45.700001,144
31.76869965,-84.13044739,18.533171,48.700001,151
31.82209969,-81.47805023,18.601154,41.200001,151
33.8138504,-82.43240356,17.043804,39.099998,141
34.5719986,-84.01454926,14.513479,49,98
34.13605118,-83.18945313,15.698645,44.400002,138
33.0340004,-84.68084717,16.903978,46.5,150
33.02529907,-83.91777802,16.647003,44.200001,143
33.62604904,-83.48120117,16.629566,43,141
34.78572464,-84.76574707,14.947207,48.599998,94
32.49150085,-84.88764954,18.172045,47.099998,151
33.55619812,-83.86270142,16.173059,45,140
33.83200073,-83.46130371,16.629566,43,141
33.870224,-83.02999878,16.629566,43,141
33.92850113,-84.88752747,16.529764,47,104
34.46844864,-84.45574951,15.53251,47.700001,107
33.08535004,-84.38764954,16.722033,45.700001,144
33.3274231,-83.3513031,17.321632,42.700001,143
31.88125038,-85.02404785,18.724419,51.799999,151
34.85829926,-83.38147736,14.700649,46.099998,117
33.38802338,-82.103302,17.661844,37.900002,145
33.65594864,-84.0496521,15.999413,46.900002,127
32.29282379,-84.30594635,17.939726,46.5,151
33.26554871,-84.3035965,16.722033,45.700001,144
34.57320023,-83.28205109,14.700649,46.099998,117
32.07649994,-84.85557556,18.172045,47.099998,151
32.70069885,-84.49479675,17.479916,45.5,147
33.58824921,-82.84719849,16.778677,41.400002,141
32.55960083,-84.22754669,17.479916,45.5,147
34.89260101,-83.74199677,14.454826,46.599998,106
33.04639816,-85.04904938,16.927578,46.299999,150
34.81779861,-83.96894836,14.454826,46.599998,106
32.84154892,-84.32814789,17.479916,45.5,147
34.7859993,-85.29270172,15.237341,48.5,98
33.76340103,-83.74424744,16.173059,45,140
33.43090057,-82.61795044,17.488222,40.799999,142
34.80187607,-84.98329926,14.947207,48.599998,94
33.79199982,-82.71882629,16.778677,41.400002,141
32.79354858,-83.17667389,18.019814,42.599998,151
44.85634995,-116.5115509,6.240984,12.7,122
42.65399933,-112.3122025,7.567162,10.5,118
42.29932404,-111.3354263,9.051378,11.6,138
47.21855164,-116.6811523,9.896411,10.7,131
43.24494934,-112.2967758,8.631571,8.8,129
43.30445099,-113.9973526,9.612658,9.1,130
43.96549988,-115.631073,8.286895,10.5,116
48.36882401,-116.5436478,9.4003,8.9,117
43.32324982,-111.7811966,8.155416,8.7,129
48.75045013,-116.5395966,6.565708,17.1,122
43.7594986,-113.2460785,7.193532,13.7,123
43.52845001,-114.7296982,9.94454,10.1,134
42.71924973,-111.5887527,7.685343,10.4,121
42.33137512,-113.6428223,5.65211,13.6,114
44.27024841,-112.3051758,4.837344,14.7,125
46.60914993,-115.524353,9.095345,14.9,124
44.22200012,-114.3069,7.499059,19.4,115
42.21414948,-111.8162537,8.342791,9.6,122
44.31740189,-111.6010971,6.203863,11.400001,127
45.88764954,-115.5579529,5.862199,18.799999,114
43.84090042,-112.1607513,7.491691,10.8,122
47.67882538,-116.6823502,9.750815,8.4,124
46.83604813,-116.683548,10.3223,16.4,126
44.96360016,-113.8152771,4.532767,18.1,124
46.23300171,-116.3767471,8.054238,15.6,123
43.77560043,-111.6871262,7.234359,9.9,122
46.24380112,-116.7057724,7.878228,15.7,118
42.25019836,-112.534874,6.987753,10.8,114
42.71947479,-112.8106232,7.299462,10.6,117
47.49879837,-116.0068588,10.330172,11.8,116
43.7425499,-111.2220001,7.62558,9,128
44.67570114,-115.4530258,9.386639,13.9,114
44.4958992,-116.7665253,7.894959,9.2,114
39.19625092,-86.2302475,12.132483,35.700001,151
38.27125168,-86.46495056,12.966463,37.799999,145
38.2995491,-85.90899658,13.208926,38.200001,126
38.96592331,-84.99445343,12.192025,38.299999,118
38.81029892,-84.99389648,12.192025,38.299999,118
43.08375168,-95.62460327,10.092055,19.9,140
37.23460007,-98.67932129,13.400273,18.5,149
37.15069962,-96.24465179,14.773504,26.5,136
37.45322418,-96.24302673,14.773504,26.5,136
38.69647598,-98.20494843,12.176524,16.9,145
39.30485153,-96.67514801,12.355138,22,144
38.91507339,-98.76274872,11.789765,16.200001,148
39.09635162,-94.75497437,12.028961,29.299999,130
38.00844955,-84.98335266,12.537362,39.900002,118
36.76910019,-83.69972229,12.761262,45.5,131
38.3716011,-82.69945526,12.250514,37.799999,105
37.51699829,-83.26405334,12.23889,40.900002,138
38.95740128,-84.36910248,12.548656,37.700001,129
38.3356514,-83.05590057,12.120538,38.299999,110
38.12950134,-83.0842514,12.120538,38.299999,110
37.51815033,-82.75444794,12.298137,39.599998,132
38.63814926,-84.63105011,12.192025,38.299999,118
38.5619545,-82.91605377,11.993566,36.599998,103
36.8430481,-83.1901474,12.312807,45.400002,117
37.41590118,-83.99437714,12.710038,44,137
37.85820007,-82.80860138,12.298137,39.599998,132
38.94240189,-84.52079773,12.192025,38.299999,118
37.34930038,-82.91854858,12.400732,42.200001,117
38.07389832,-82.75585175,12.250514,37.799999,105
37.60537338,-83.71430206,12.373937,42.599998,138
37.10015106,-83.36765289,12.369351,43.399998,138
37.11657333,-82.84580231,12.400732,42.200001,117
36.77724838,-84.50274658,13.654564,42.599998,128
37.69049835,-83.07565308,12.23889,40.900002,138
37.93745041,-83.60140228,12.373937,42.599998,138
37.91395187,-83.24340057,12.23889,40.900002,138
38.53454971,-84.8275528,12.192025,38.299999,118
37.3898735,-83.70694733,12.710038,44,137
37.22169876,-83.27500153,12.369351,43.399998,138
37.47040176,-82.35050201,12.039434,39.400002,102
37.82350159,-83.81655121,12.373937,42.599998,138
38.50839996,-84.05715179,12.548656,37.700001,129
37.74335098,-83.47904968,12.23889,40.900002,138
44.19710159,-70.23999786,6.894412,35.799999,127
43.85200119,-70.36630249,7.793718,34.200001,127
45.06335068,-70.3812027,5.950419,41.200001,127
44.68455124,-68.37825012,7.602832,37.799999,126
44.41450119,-69.75160217,7.07409,36,127
44.11790085,-69.24015045,7.925863,35.400002,127
44.07429886,-69.53555298,7.07409,36,127
44.56790161,-70.65885162,6.55307,36,129
45.51974869,-68.64790344,5.988823,38,130
45.79195023,-69.28512573,5.925801,38.599998,130
43.91749954,-69.87112427,7.978921,34.400002,128
44.50154877,-69.15135193,6.314174,40.900002,130
45.04085159,-67.52940369,7.004438,36.099998,126
43.43640137,-70.65910339,8.796513,34.900002,129
42.39274979,-73.22989655,8.329141,37.400002,131
41.78844833,-71.10990143,10.136399,37.599998,130
41.39184952,-70.64524841,10.540742,38.299999,152
42.64659882,-70.92590332,9.020701,38,130
42.52774811,-72.62809753,7.473802,38.700001,131
42.17060089,-72.6013031,9.41061,36.700001,131
42.3695488,-72.63639832,9.41061,36.700001,131
42.44660187,-71.46009827,9.743345,37.299999,130
42.1542511,-71.20200348,9.743345,37.299999,130
42.33945084,-71.05549622,9.743345,37.299999,130
42.36465073,-71.89679718,9.203715,38.299999,130
44.68405151,-83.59294891,7.466603,25.9,151
46.4245491,-86.49079895,7.247971,25.6,148
46.67910004,-88.33525085,6.338913,25.6,142
45.98479843,-87.87014771,6.715141,26.1,147
46.43149948,-89.70404816,7.412165,25.200001,145
46.85285187,-88.60997772,6.510721,25.700001,141
46.17105103,-88.55419922,6.757937,25.9,145
46.49990082,-85.55149841,7.355708,26.6,146
43.99729919,-86.27400208,8.994102,26,149
42.65980148,-83.3864975,9.140246,28.4,152
43.64350128,-86.26554871,8.994102,26,149
46.68190002,-89.37519836,6.88422,25.5,145
41.91524887,-85.5271759,10.150192,30,151
42.23984909,-83.21105194,9.360549,30.200001,152
46.5923996,-93.43254852,7.920457,22.4,149
47.97489929,-95.00789642,7.964983,17.6,152
46.59329987,-92.67780304,7.836731,23,148
46.87822342,-94.28079987,7.688969,20.299999,152
47.85549927,-90.27330017,6.022957,24.4,141
47.10834885,-94.92085266,7.786465,18.700001,152
47.46205139,-93.73735046,7.596274,21.299999,151
48.27885056,-93.75554657,7.178441,20,152
47.57300186,-91.4102478,6.999744,23.799999,152
48.87535095,-94.88539886,7.327662,17.200001,152
45.00650024,-93.10585022,8.959877,22.300001,152
31.47050095,-91.40457153,19.179867,48.5,151
31.17402458,-90.8214035,19.171694,50.599998,152
33.32089996,-89.27092743,17.848812,46.5,152
32.02705002,-88.67275238,18.045485,49.299999,152
31.8675251,-90.42919922,19.069679,51,152
31.61535072,-89.5773468,18.997999,52.299999,152
31.17180061,-89.29502869,19.148043,53,152
31.46637535,-90.89505005,19.171694,50.599998,152
31.21665001,-88.63369751,18.915668,52.799999,151
30.41394997,-89.50630188,19.938314,52.099998,152
30.49440002,-89.09137726,19.887857,53.299999,152
30.52734947,-88.63925171,19.735544,52,152
32.01309967,-89.11669922,18.205038,47.5,152
31.74169922,-91.02687836,18.710842,47.400002,151
31.58209991,-89.78130341,18.997999,52.299999,152
31.62895012,-89.17234802,18.457106,51.5,152
32.75284958,-88.63142395,17.967033,46.400002,152
31.20804977,-89.50125122,19.380417,51.799999,152
32.40110016,-88.65190125,18.045485,49.299999,152
31.54490089,-90.10185242,19.069679,51,152
32.75394821,-89.52410126,18.343538,45.700001,152
31.52490044,-90.49060059,19.069679,51,152
31.21655083,-89.84694672,19.380417,51.799999,152
32.7541008,-89.11689758,18.253088,45.599998,152
32.40019989,-89.11820221,18.205038,47.5,152
33.42557526,-88.87924957,17.589539,46.900002,152
30.73460007,-89.59155273,19.807243,50.799999,152
31.1718502,-88.98995209,18.915668,52.799999,151
31.17480087,-90.40382385,19.430857,51.599998,152
34.22702408,-89.03530121,16.60392,44.5,152
32.00284958,-89.52384949,18.621443,48.099998,152
30.77894974,-89.11319733,19.733248,51.5,152
34.72940063,-88.2315979,15.445489,46.900002,152
31.17539978,-90.04820251,19.430857,51.599998,152
31.66360092,-88.69644928,18.264765,52,152
31.18090057,-91.34770203,19.179867,48.5,151
33.10264969,-89.06620026,17.848812,46.5,152
38.04862595,-92.7440033,12.846645,35.700001,125
36.95589828,-90.94360352,14.27094,37.599998,139
36.95349884,-93.2562027,13.943617,36.5,129
37.95434952,-91.31465149,12.863424,35,144
37.65950012,-93.01860046,13.136558,34.399998,125
37.60345078,-91.48100281,12.863424,35,144
36.93235016,-92.49884796,13.861124,36.900002,137
37.93785095,-93.31945038,13.136558,34.399998,125
36.77724838,-91.88782501,13.814522,37,129
37.5054512,-90.65872192,12.857259,35.400002,143
39.82184982,-92.57250214,12.097507,31.6,150
36.69260025,-91.39714813,14.146797,37.299999,125
36.65174866,-92.44204712,13.861124,36.900002,137
37.87614822,-91.77700043,12.843469,35.299999,144
37.62324905,-93.40264893,13.136558,34.399998,125
37.8118515,-92.21720123,12.834945,36.099998,132
37.32699966,-91.02390289,13.65896,36.400002,140
37.15325165,-91.33719635,13.65896,36.400002,140
40.20954895,-93.11109924,11.748932,30.1,149
37.32695007,-91.95040131,13.57025,36.099998,141
37.84989929,-94.33724976,13.453562,33.900002,110
37.11935043,-90.44490051,13.411926,36.400002,139
38.65219879,-90.23964691,12.380868,32.299999,144
45.14937592,-112.7058029,4.804274,10.4,124
45.51874924,-107.481102,6.618768,13.3,119
48.36724854,-108.8939972,7.774629,11.5,140
46.29795074,-111.4241028,5.635369,10.9,128
45.56755066,-104.5386505,8.170265,12.8,108
47.26119995,-111.3413239,6.600474,11,130
47.86149979,-110.470047,7.562156,11.900001,120
48.78144836,-105.5618515,7.633872,10,145
46.01335144,-113.0370026,5.587808,13.3,124
46.2826004,-104.4747467,8.49537,12.8,113
47.24762344,-109.2624283,5.779096,13.4,126
48.29869843,-113.9546967,6.211899,21.200001,127
45.3396492,-111.2937469,5.023808,12.8,133
47.40224838,-107.0269012,7.713636,12.7,120
48.65439987,-113.1252975,5.337591,18.5,130
46.39837646,-109.2164993,6.434027,17.299999,135
46.38555145,-113.4565735,5.587808,13.3,124
48.56634903,-110.1094742,7.397168,10.3,128
46.15890121,-112.1176529,5.536054,9.5,124
47.0522995,-110.2654037,6.774602,11.5,128
47.18754959,-112.3191528,6.301672,11.3,130
48.56534958,-111.0752487,5.247241,12.900001,127
48.45257568,-115.3313522,7.545406,24.700001,131
47.59537506,-105.8076248,8.156757,10.4,113
46.63619995,-110.9649277,5.898237,11.6,129
47.09685135,-115.0840988,9.188354,19.9,124
47.11702347,-114.0493011,7.097187,24.5,124
46.44437408,-108.3947983,7.231598,14.6,128
45.59757614,-110.4215469,6.16443,16.700001,127
47.17174911,-108.2809982,6.926109,14.599999,121
48.22529984,-108.0382996,7.64851,11.9,140
48.23410034,-112.3781509,4.91685,15.6,130
45.39112473,-105.6296997,5.791927,11.5,122
46.93304825,-112.8842239,6.308558,11.5,124
46.08055115,-114.0395966,5.944092,20.700001,124
47.69347382,-115.1170502,7.853023,23.299999,124
48.69464874,-104.5515976,7.573972,10.3,137
45.9021492,-112.6369476,5.255935,9.8,124
45.69857407,-109.8569489,5.094977,20.5,128
47.81774902,-112.2117996,5.413096,13.4,132
48.60924911,-111.7310028,4.40389,15.9,125
48.33100128,-106.6090469,7.884967,10.5,114
46.48582458,-109.8346481,7.146338,17.6,132
47.01900101,-104.3249512,8.332713,12.4,113
41.91927338,-101.746048,8.934266,14.2,139
41.91630173,-101.1335983,9.571006,14.7,145
41.91415024,-100.5554276,9.856055,14.5,147
35.92777634,-114.9714966,19.044088,5.8,146
38.82424927,-119.6593475,16.013552,15.4,146
41.05950165,-115.5318985,8.829041,7.4,132
37.7228508,-117.7955475,8.573928,25.9,94
40.08095169,-116.2046967,9.074786,7.9,124
41.26435089,-118.1675262,8.200294,9.400001,116
40.04764938,-117.191597,11.010219,4.2,123
37.75970078,-114.9716492,10.924663,8.5,134
39.06900024,-119.2242966,13.399932,32.299999,124
38.48384857,-118.4232483,8.839934,33,96
37.58380127,-116.5979233,8.513844,13.2,110
40.48004913,-118.3183517,7.821407,9.8,113
39.43915176,-119.4953003,13.399932,32.299999,124
40.58157349,-119.5870514,6.86147,33.299999,103
39.40295029,-114.9759521,7.711535,10.9,136
39.16794968,-119.7768021,15.499864,18.4,143
43.52289963,-71.44470215,7.400237,36.599998,130
43.88399887,-71.26374817,7.400237,36.599998,130
42.94684982,-72.23245239,9.366652,34.099998,131
44.69580078,-71.38804626,6.273426,37.099998,129
43.96749878,-71.83995056,7.793278,34.200001,130
42.95195007,-71.6536026,8.430632,38,130
43.31024933,-71.6480484,8.152711,35.599998,132
43.00579834,-71.07785034,8.035789,37.099998,129
43.32672501,-71.03430176,8.035789,37.099998,129
43.36460114,-72.19429779,9.056453,31,141
39.51102448,-74.64785004,12.103863,35.200001,138
40.95287323,-74.08364868,10.112934,37.900002,120
39.80039978,-74.93859863,12.103863,35.200001,138
39.12770081,-74.75279999,12.931873,36,152
40.79185104,-74.24375153,10.112934,37.900002,120
40.72880173,-74.07552338,10.112934,37.900002,120
40.27539825,-74.28109741,11.363726,36.400002,128
39.83647537,-74.29260254,12.07534,35.599998,150
41.01110077,-74.30960083,9.69821,36.200001,108
40.66579819,-74.29985046,10.112934,37.900002,120
35.0442009,-106.672699,7.94285,11.2,113
33.89094925,-108.3785019,12.172252,13.8,113
34.96300125,-108.0557404,9.012414,11.7,92
36.60699844,-104.6909485,7.744685,13.3,114
34.38734818,-104.4189529,10.778479,12,120
32.53644943,-108.3271484,15.821255,10.5,120
34.78177643,-104.7184525,9.891964,11.8,120
35.80390167,-103.8998489,10.228017,12.8,121
32.05485153,-108.6283035,16.119989,11.8,120
33.73934937,-105.6285477,12.390147,9.3,97
35.86100006,-106.2854996,7.991708,12.3,104
32.1943512,-107.7626266,14.704,12,120
36.01707458,-105.028923,7.019426,17.200001,113
32.69540024,-105.6120224,14.528452,8.3,120
35.17235184,-103.5849991,10.311724,11.2,121
36.46559906,-106.5782013,9.230721,9.400001,111
35.45624924,-104.6791534,9.058034,12.5,120
35.71730042,-106.9350967,8.0804,10.9,111
36.50025177,-108.2326736,9.510109,8.9,111
35.52114868,-105.9814987,8.736208,12.9,110
33.04285049,-107.1699982,13.330909,11.5,116
34.02774811,-106.8250504,8.963323,11.900001,90
36.50445175,-105.6388016,8.849353,12.9,122
34.69778061,-106.8076477,7.443086,12.5,109
40.85172653,-73.84854889,10.717431,37.700001,123
44.14559937,-73.8221283,7.207863,34.400002,144
42.28039932,-74.15924835,8.732493,31.4,131
43.66744995,-74.45729828,8.262328,33.799999,144
40.65179825,-73.94519806,10.717431,37.700001,123
40.75260162,-73.60234833,10.717431,37.700001,123
40.78070068,-73.97149658,10.717431,37.700001,123
41.42414856,-73.75704956,9.806649,38,108
40.67869949,-73.83159637,10.717431,37.700001,123
40.57379913,-74.15164948,10.112934,37.900002,120
41.16104889,-74.06137848,9.69821,36.200001,108
43.52109909,-73.82679749,7.741999,34.099998,147
41.12120056,-73.73255157,9.806649,38,108
36.46794891,-81.1276474,9.441586,45.799999,120
36.41405106,-81.48797607,9.441586,45.799999,120
36.09894943,-81.91535187,11.565799,42.200001,119
35.62105179,-82.5298996,12.770501,48.900002,117
35.07377625,-83.74434662,13.811198,47.099998,100
35.71232605,-75.74755096,15.717944,42.700001,151
36.05110168,-78.85949707,14.180802,36.5,141
35.28435135,-81.20539856,15.328986,45.400002,129
35.34825134,-83.81204987,13.811198,47.099998,100
35.54124832,-83.00045013,13.839442,45.799999,109
35.25844955,-83.13504791,13.95454,46.900002,110
35.74354935,-82.05055237,11.509441,54.5,120
35.16220093,-83.42340088,13.95454,46.900002,110
35.25975037,-80.80020142,15.585336,41.900002,138
35.99034882,-82.12619019,11.509441,54.5,120
35.32704926,-79.89865112,16.175856,39.5,141
35.96649933,-77.97650146,14.735057,38.700001,146
34.1515007,-77.87284851,17.440084,41.299999,152
34.5081749,-77.88760376,16.87122,39.900002,152
35.29359818,-82.16300201,12.842455,55.900002,123
34.99425125,-79.76750183,16.518301,39.299999,141
35.39545059,-81.97910309,13.991215,53,129
35.48730087,-83.56559753,13.811198,47.099998,100
36.3593483,-78.40100098,13.90795,37.200001,141
36.25114822,-81.68689728,11.565799,42.200001,119
35.88845062,-82.31954956,11.509441,54.5,120
48.77280045,-102.4799728,7.584803,11.400001,145
46.37060165,-101.5606537,8.018548,12.8,103
48.14899826,-102.377449,7.889744,11.6,134
46.18597412,-100.8879623,8.080155,13.400001,99
40.01134872,-80.96994781,10.659734,32.5,146
41.4531517,-81.67279816,9.853432,29.9,152
40.37685013,-80.77490234,10.659734,32.5,146
41.71155167,-81.24569702,9.594401,29.5,151
38.63124847,-82.55180359,11.993566,36.599998,103
